"Champion of the Parish","MONO_WHITE","CREATURE","1",
"Elite Vanguard","MONO_WHITE","CREATURE","1",
"Gideon's Lawkeeper","MONO_WHITE","CREATURE","1",
"Isamaru, Hound of Konda","MONO_WHITE","CREATURE","1",
"Loam Lion","MONO_WHITE","CREATURE","1",
"Mother of Runes","MONO_WHITE","CREATURE","1",
"Savannah Lions","MONO_WHITE","CREATURE","1",
"Soldier of the Pantheon","MONO_WHITE","CREATURE","1",
"Steppe Lynx","MONO_WHITE","CREATURE","1",
"Student of Warfare","MONO_WHITE","CREATURE","1",
"Weathered Wayfarer","MONO_WHITE","CREATURE","1",
"Accorder Paladin","MONO_WHITE","CREATURE","2",
"Eight-and-a-Half-Tails","MONO_WHITE","CREATURE","2",
"Imposing Sovereign","MONO_WHITE","CREATURE","2",
"Knight of Glory","MONO_WHITE","CREATURE","2",
"Knight of Meadowgrain","MONO_WHITE","CREATURE","2",
"Kor Skyfisher","MONO_WHITE","CREATURE","2",
"Leonin Relic-Warder","MONO_WHITE","CREATURE","2",
"Precinct Captain","MONO_WHITE","CREATURE","2",
"Soltari Priest","MONO_WHITE","CREATURE","2",
"Stoneforge Mystic","MONO_WHITE","CREATURE","2",
"Thalia, Guardian of Thraben","MONO_WHITE","CREATURE","2",
"Wall of Omens","MONO_WHITE","CREATURE","2",
"Banisher Priest","MONO_WHITE","CREATURE","3",
"Blade Splicer","MONO_WHITE","CREATURE","3",
"Brimaz, King of Oreskos","MONO_WHITE","CREATURE","3",
"Fiend Hunter","MONO_WHITE","CREATURE","3",
"Flickerwisp","MONO_WHITE","CREATURE","3",
"Frontline Medic","MONO_WHITE","CREATURE","3",
"Kor Sanctifiers","MONO_WHITE","CREATURE","3",
"Mentor of the Meek","MONO_WHITE","CREATURE","3",
"Mirran Crusader","MONO_WHITE","CREATURE","3",
"Mirror Entity","MONO_WHITE","CREATURE","3",
"Silverblade Paladin","MONO_WHITE","CREATURE","3",
"Soltari Champion","MONO_WHITE","CREATURE","3",
"Stonecloaker","MONO_WHITE","CREATURE","3",
"Emeria Angel","MONO_WHITE","CREATURE","4",
"Hero of Bladehold","MONO_WHITE","CREATURE","4",
"Ranger of Eos","MONO_WHITE","CREATURE","4",
"Restoration Angel","MONO_WHITE","CREATURE","4",
"Sublime Archangel","MONO_WHITE","CREATURE","4",
"Archangel of Thune","MONO_WHITE","CREATURE","5",
"Baneslayer Angel","MONO_WHITE","CREATURE","5",
"Cloudgoat Ranger","MONO_WHITE","CREATURE","5",
"Geist-Honored Monk","MONO_WHITE","CREATURE","5",
"Karmic Guide","MONO_WHITE","CREATURE","5",
"Reveillark","MONO_WHITE","CREATURE","5",
"Exalted Angel","MONO_WHITE","CREATURE","6",
"Mikaeus, the Lunarch","MONO_WHITE","CREATURE","6",
"Sun Titan","MONO_WHITE","CREATURE","6",
"Yosei, the Morning Star","MONO_WHITE","CREATURE","6",
"Angel of Serenity","MONO_WHITE","CREATURE","7",
"Elesh Norn, Grand Cenobite","MONO_WHITE","CREATURE","7",
"Eternal Dragon","MONO_WHITE","CREATURE","7",
"Akroma, Angel of Wrath","MONO_WHITE","CREATURE","8",
"Ajani, Caller of the Pride","MONO_WHITE","PLANESWALKER","3",
"Ajani Goldmane","MONO_WHITE","PLANESWALKER","4",
"Elspeth, Knight-Errant","MONO_WHITE","PLANESWALKER","4",
"Elspeth Tirel","MONO_WHITE","PLANESWALKER","5",
"Gideon Jura","MONO_WHITE","PLANESWALKER","5",
"Elspeth, Sun's Champion","MONO_WHITE","PLANESWALKER","6",
"Porcelain Legionnaire","MONO_WHITE","ARTIFACT_CREATURE","3",
"Condemn","MONO_WHITE","INSTANT","1",
"Enlightened Tutor","MONO_WHITE","INSTANT","1",
"Mana Tithe","MONO_WHITE","INSTANT","1",
"Path to Exile","MONO_WHITE","INSTANT","1",
